source,target
37,49
37,53
55,64
16,73
15,75
38,82
63,92
38,98
78,102
7,123
103,127
67,130
122,133
134,154
13,157
125,157
114,159
152,165
30,166
87,167
141,169
13,173
123,174
100,175
71,177
17,192
175,197
179,198
132,199
118,200
161,206
5,207
116,222
96,224
33,225
190,238
108,242
57,248
235,251
58,252
139,254
155,266
242,270
252,275
30,277
106,283
256,290
188,294
107,301
59,303
159,305
250,305
234,306
152,310
288,313
228,314
162,318
117,321
162,322
219,322
296,324
62,328
212,328
322,331
235,333
102,337
214,339
335,346
343,349
188,350
251,350
221,357
273,360
123,361
156,361
112,367
235,370
49,372
99,372
287,374
10,375
189,378
180,379
231,382
260,385
278,387
181,390
0,391
154,392
227,392
72,393
210,394
235,394
382,394
39,397
90,401
64,402
296,403
194,405
187,406
63,409
240,410
322,412
186,415
331,415
11,417
98,418
138,418
42,419
142,421
334,423
113,424
15,425
90,426
382,427
65,430
285,430
2,431
408,432
267,435
397,437
50,438
129,440
209,441
247,448
389,448
12,449
304,449
378,449
375,451
451,454
43,458
106,461
127,461
462,464
167,465
318,465
392,465
148,468
57,471
409,473
82,475
57,476
250,476
462,476
391,478
323,479
370,479
47,480
72,481
160,481
305,482
109,486
368,486
32,487
254,487
124,488
156,489
250,492
469,493
102,494
384,498
457,498
414,500
152,501
255,501
391,501
363,504
73,507
302,507
465,511
350,513
375,515
477,520
321,521
19,523
39,523
414,529
261,533
180,534
432,534
272,535
433,538
35,540
379,541
214,544
450,544
304,545
120,548
260,548
241,549
235,554
109,556
143,556
480,561
281,562
305,563
35,564
428,565
68,568
467,569
64,570
496,571
264,573
358,573
288,575
300,582
505,582
382,583
143,584
245,584
282,584
16,587
117,588
510,589
233,590
394,590
241,592
246,592
147,593
211,594
315,594
439,596
109,598
502,600
468,603
96,605
535,606
170,610
521,610
175,611
181,612
443,612
439,614
506,614
264,615
305,615
325,615
335,620
386,621
108,622
264,622
543,628
187,629
161,630
272,631
303,631
53,633
306,634
430,635
119,637
208,640
301,640
173,643
241,643
405,643
426,643
584,643
16,645
358,645
406,645
638,645
235,646
253,646
446,646
599,646
263,647
370,647
256,650
293,650
299,650
515,651
522,651
331,652
76,654
54,655
