source,target
10,43
39,52
46,53
26,64
64,72
9,82
10,91
95,167
103,169
38,176
0,192
44,192
92,192
34,211
98,212
7,220
249,255
146,263
10,267
234,267
86,268
44,275
122,278
188,279
143,283
131,285
184,287
57,294
53,299
134,300
186,310
9,311
114,311
163,311
81,312
161,319
187,324
219,325
74,329
127,331
257,332
149,338
327,339
223,348
143,354
97,357
98,357
176,357
141,361
2,373
346,379
362,390
79,397
190,400
297,401
116,402
241,402
288,403
32,405
235,409
121,411
414,424
400,426
83,440
393,440
207,444
105,447
433,447
389,451
346,454
109,456
230,456
448,458
131,461
362,462
230,466
335,467
62,469
423,478
364,479
289,485
409,497
342,498
158,502
350,508
463,512
97,514
69,518
370,519
386,524
495,524
33,533
85,535
402,551
74,553
89,559
150,559
312,562
321,563
188,565
230,565
69,568
73,575
535,582
146,586
288,586
506,586
466,590
546,602
342,603
517,604
379,605
358,607
501,611
144,613
224,613
17,614
134,614
177,619
525,627
0,628
611,628
393,629
187,632
284,633
400,634
618,634
471,635
624,640
454,641
517,644
552,644
251,646
472,646
66,650
213,655
293,656
193,658
363,663
368,665
430,670
486,674
59,675
116,682
115,689
493,689
83,690
490,690
304,691
430,692
589,698
420,700
148,710
121,721
308,721
706,721
53,725
588,726
25,727
380,727
542,730
155,731
332,731
510,734
65,737
221,738
404,739
480,742
535,746
102,749
330,749
297,750
56,756
68,757
125,758
414,760
687,763
547,766
250,767
491,767
72,768
680,771
406,772
453,772
663,772
761,772
48,774
214,774
33,779
645,779
210,785
156,787
688,796
704,796
250,797
402,800
730,800
462,801
44,802
72,802
315,804
40,805
734,810
411,812
749,813
813,814
765,815
697,818
385,819
399,822
429,822
439,824
573,824
221,826
415,828
50,831
569,832
68,833
767,834
612,839
564,842
676,850
703,850
146,851
307,855
330,855
56,857
63,857
19,859
698,863
305,865
729,867
415,868
657,868
604,871
540,872
636,875
833,878
96,881
734,885
12,887
332,887
395,887
118,888
813,890
380,891
192,894
202,898
742,898
390,899
566,901
462,902
586,902
551,903
190,905
148,907
410,907
590,908
216,917
654,918
87,922
644,926
227,927
909,927
837,928
629,929
739,929
281,931
580,931
18,935
199,935
883,935
212,939
194,940
179,941
936,943
198,946
662,948
678,951
777,953
50,959
236,959
143,961
299,961
532,966
292,967
966,968
247,969
595,969
492,971
373,973
607,973
113,975
764,975
860,979
461,981
628,981
242,983
878,983
307,987
563,988
325,989
754,989
724,990
815,992
638,995
898,997
288,1000
602,1003
339,1004
520,1005
584,1005
731,1006
744,1006
639,1007
95,1012
744,1014
492,1015
611,1017
734,1017
939,1018
535,1020
97,1022
693,1022
328,1023
871,1027
200,1028
436,1030
572,1030
369,1042
457,1042
533,1043
389,1049
418,1051
566,1053
988,1054
1056,1057
786,1060
1038,1060
67,1062
563,1062
764,1064
768,1065
193,1066
878,1067
331,1068
793,1068
218,1069
215,1070
602,1072
398,1073
215,1074
870,1078
195,1080
520,1084
993,1084
568,1086
62,1087
388,1087
706,1088
54,1089
313,1093
301,1096
664,1096
877,1096
52,1101
308,1102
688,1103
885,1105
1061,1105
416,1107
591,1108
215,1110
363,1111
727,1113
462,1114
1079,1118
739,1120
294,1122
111,1123
282,1124
653,1126
565,1127
72,1128
770,1129
1101,1129
310,1133
590,1133
105,1136
908,1136
453,1140
994,1142
610,1143
567,1144
287,1145
562,1145
236,1146
197,1148
652,1154
942,1155
565,1156
1058,1159
95,1160
483,1161
845,1162
1030,1164
343,1165
151,1166
888,1166
320,1167
575,1167
1017,1167
393,1168
508,1168
285,1169
932,1172
807,1175
669,1176
541,1177
1140,1179
260,1180
24,1182
523,1182
746,1183
314,1184
210,1185
1019,1185
866,1186
218,1187
121,1188
1137,1190
1117,1191
837,1194
1023,1194
622,1196
241,1199
433,1200
548,1203
1050,1203
253,1204
1109,1205
648,1206
170,1207
761,1208
636,1211
1084,1212
1146,1213
953,1214
582,1218
53,1219
123,1224
732,1224
888,1224
1130,1225
896,1226
992,1227
182,1235
891,1236
600,1238
741,1238
1012,1238
924,1239
819,1240
327,1241
863,1241
687,1242
9,1243
44,1249
1003,1249
1080,1250
543,1252
14,1253
974,1255
762,1256
318,1257
603,1257
796,1258
241,1259
709,1259
906,1259
663,1262
1259,1263
571,1264
1159,1264
474,1265
726,1265
1114,1265
316,1266
1059,1266
289,1267
481,1268
209,1269
462,1270
971,1270
902,1272
28,1273
950,1275
603,1276
25,1277
83,1277
438,1279
1024,1279
913,1281
133,1283
661,1285
682,1285
87,1286
316,1287
625,1288
639,1288
113,1290
214,1290
167,1291
1159,1291
317,1292
96,1293
897,1294
768,1295
165,1297
1015,1297
1184,1297
135,1299
668,1300
736,1304
981,1304
1053,1304
339,1305
410,1305
1197,1306
113,1308
1201,1308
888,1310
926,1310
1299,1312
1282,1315
166,1317
308,1317
507,1320
943,1320
923,1324
1258,1324
1295,1326
1062,1329
899,1330
1111,1330
566,1331
677,1331
1055,1331
28,1332
309,1332
450,1332
1032,1333
945,1334
1312,1335
57,1344
1,1345
303,1345
610,1345
166,1346
186,1348
39,1349
355,1349
518,1354
417,1355
9,1356
297,1357
599,1358
1189,1361
223,1364
548,1364
429,1365
686,1365
845,1365
1356,1365
517,1366
73,1367
283,1370
1141,1370
766,1372
653,1373
776,1373
1263,1373
347,1374
513,1375
88,1376
1293,1376
364,1384
1064,1384
424,1385
575,1385
1079,1385
556,1389
635,1389
457,1390
160,1391
286,1391
713,1391
734,1392
1364,1394
945,1397
462,1398
367,1400
381,1401
667,1401
675,1401
709,1402
2,1403
787,1404
132,1405
817,1405
926,1405
302,1406
1345,1406
299,1408
800,1408
1138,1408
363,1409
298,1410
1345,1410
167,1413
1111,1413
148,1416
16,1417
358,1417
1117,1418
270,1420
314,1428
331,1429
447,1430
337,1432
509,1432
594,1433
1164,1433
209,1435
466,1435
558,1435
1044,1435
241,1436
932,1436
1227,1436
784,1437
155,1439
1,1441
178,1441
1321,1442
1405,1442
466,1443
522,1443
1145,1444
905,1445
240,1448
1193,1448
1428,1448
94,1449
153,1449
628,1450
1270,1451
1223,1452
816,1454
701,1456
1270,1456
35,1457
722,1457
1146,1457
1022,1458
1131,1461
1146,1461
1358,1461
45,1462
744,1463
989,1467
1035,1467
773,1470
789,1470
327,1471
735,1471
647,1472
671,1472
1147,1472
613,1473
726,1473
1009,1473
625,1474
1075,1474
994,1475
1241,1475
401,1477
1085,1479
1319,1480
212,1481
122,1484
1087,1484
534,1486
1213,1486
685,1487
708,1487
1275,1487
1326,1488
417,1489
1171,1489
708,1490
705,1492
479,1494
634,1494
1082,1494
467,1495
1483,1495
166,1496
1225,1498
224,1499
1091,1499
623,1500
839,1500
1073,1500
1249,1501
432,1502
842,1502
1073,1502
370,1503
1104,1505
1249,1505
1412,1505
47,1506
999,1506
1321,1506
1465,1509
1494,1510
341,1513
406,1514
1393,1514
639,1515
1080,1516
135,1517
217,1519
629,1519
133,1520
708,1520
1101,1522
458,1523
480,1523
1074,1523
1300,1527
1200,1528
554,1534
1052,1534
620,1536
1295,1537
80,1539
1377,1539
790,1540
869,1540
53,1541
1495,1541
1005,1542
1155,1542
213,1548
1371,1548
894,1549
1406,1550
128,1551
146,1551
1356,1551
1230,1552
595,1553
936,1553
1117,1553
756,1556
474,1557
864,1557
1032,1557
534,1559
1457,1559
1069,1562
1348,1562
1494,1567
69,1568
86,1569
327,1569
574,1569
638,1570
