source,target
2,6
2,7
6,7
0,8
5,9
3,10
6,11
2,12
3,12
4,12
4,15
12,15
6,17
9,18
3,19
6,20
2,21
13,22
18,23
23,25
6,26
21,26
8,27
15,27
3,28
7,28
25,28
6,29
19,29
23,29
4,30
20,30
21,30
25,30
9,31
14,31
23,31
1,33
21,33
27,33
16,35
21,36
1,37
10,37
8,39
9,39
10,39
14,39
16,39
18,39
21,39
32,39
16,40
27,40
33,40
36,40
0,41
32,41
14,42
26,42
1,43
15,43
18,43
26,43
32,43
33,43
0,44
7,44
8,44
16,44
19,44
23,44
34,44
6,45
14,45
30,45
42,45
9,47
10,47
11,47
44,47
17,48
33,48
47,48
14,49
27,49
34,49
7,50
33,50
38,50
9,51
12,51
34,51
35,51
11,52
21,52
23,52
26,52
29,52
34,52
35,52
4,53
6,53
7,53
37,53
44,53
46,53
48,53
49,53
13,54
18,54
33,54
47,54
49,54
14,55
29,55
32,55
38,55
46,55
50,55
51,55
8,56
15,56
6,57
12,57
9,58
24,58
35,58
56,58
4,59
5,59
11,59
27,59
29,59
30,59
45,59
50,59
51,59
52,59
1,60
6,60
18,60
37,60
2,61
6,61
14,62
22,62
38,62
41,62
49,62
53,62
11,63
46,63
15,64
20,64
30,64
54,64
6,65
23,65
49,65
59,65
15,66
18,66
35,66
41,66
4,67
30,67
34,67
46,67
57,67
62,67
14,68
16,68
30,68
34,68
63,68
33,69
38,69
49,69
53,69
11,70
13,70
26,70
27,70
49,70
56,70
57,70
59,70
64,70
65,70
12,71
21,71
56,71
11,72
51,72
60,72
62,72
9,73
12,73
19,73
41,73
47,73
51,73
0,74
15,74
16,74
23,74
25,74
47,74
62,74
17,75
19,75
27,75
49,75
55,75
60,75
74,75
10,76
14,76
31,76
49,76
1,77
10,77
59,77
10,78
32,78
34,78
39,78
57,78
58,78
62,78
75,78
17,79
38,79
45,79
52,79
54,79
62,79
68,79
72,79
