source,target
3,8
6,9
1,10
6,10
1,11
4,12
7,12
5,13
4,16
15,16
0,17
2,18
2,19
5,19
12,20
19,21
2,23
18,23
2,24
12,24
13,24
17,24
23,25
3,26
12,27
11,30
21,30
25,30
4,31
0,32
1,32
2,32
26,32
6,33
13,33
14,33
15,34
24,34
29,34
33,34
10,35
30,35
3,36
13,36
30,36
32,36
13,37
24,37
28,37
31,37
33,37
3,38
26,38
28,38
29,38
35,38
1,39
13,39
24,39
33,39
26,40
31,40
34,40
25,41
28,41
34,41
29,42
37,43
0,44
26,44
0,45
8,45
15,45
19,45
29,45
2,46
31,47
17,48
43,48
4,49
9,49
36,49
3,50
8,50
16,50
23,50
35,50
45,50
0,51
32,51
34,51
36,51
38,52
11,53
33,53
20,54
51,54
2,55
38,55
54,55
9,56
21,56
38,56
51,56
22,57
30,57
53,57
27,58
52,58
7,59
8,59
24,59
46,59
51,59
9,60
30,60
51,60
52,60
2,61
26,61
42,62
18,63
36,63
42,63
50,63
52,63
55,63
10,64
15,64
29,64
33,64
34,65
38,65
55,65
58,65
26,66
56,67
62,67
6,68
34,68
48,68
61,68
17,69
46,69
47,69
57,69
9,70
15,70
22,70
55,70
62,70
0,71
36,71
53,71
55,71
64,71
17,72
31,72
43,72
48,72
50,72
19,73
67,73
5,74
68,74
20,75
54,75
15,76
20,76
57,76
63,76
18,77
21,77
29,77
34,77
49,77
50,77
9,78
10,78
13,78
17,78
19,78
39,78
43,78
47,78
64,78
39,79
25,80
31,80
40,80
73,80
78,80
44,81
52,81
62,81
5,82
8,82
16,82
70,82
75,82
80,82
47,83
53,83
38,84
56,84
57,84
4,85
20,85
36,85
37,85
42,85
43,85
67,85
17,86
30,86
33,86
39,86
75,86
4,87
27,87
44,87
49,87
61,87
64,87
5,88
7,88
10,88
57,88
62,88
45,89
50,89
62,89
75,89
8,90
31,90
47,90
67,90
83,90
84,90
13,91
61,91
75,91
76,91
8,92
12,92
44,92
55,92
77,92
82,92
3,93
5,93
14,93
26,93
69,93
73,93
91,93
4,94
11,94
15,94
31,94
43,94
57,94
62,94
76,94
79,94
85,94
11,95
19,95
52,95
71,95
8,96
38,96
41,96
44,96
63,96
64,96
78,96
83,96
90,96
5,97
11,97
13,97
19,97
30,97
33,97
38,97
55,97
56,97
73,97
31,98
32,98
34,98
46,98
52,98
61,98
13,99
18,99
30,99
32,99
64,99
