source,target
3,5
1,7
8,9
0,10
0,12
5,12
11,12
3,13
0,14
11,14
8,15
6,17
2,18
17,18
2,19
11,19
18,20
15,22
5,23
6,23
23,24
8,25
11,25
9,26
12,26
14,26
17,26
13,27
14,27
3,28
6,28
9,28
17,28
21,28
24,28
27,28
12,29
13,29
19,29
2,30
26,30
28,30
29,30
1,31
6,31
10,31
21,31
12,32
13,32
16,32
23,32
25,32
15,33
9,34
24,34
26,34
4,35
31,35
16,36
4,37
6,37
7,37
2,38
7,38
24,38
26,38
4,39
8,39
2,40
9,40
19,40
2,41
3,41
12,41
16,41
35,41
7,42
9,42
17,42
18,42
23,42
24,42
37,42
3,43
5,43
40,43
4,44
6,45
22,45
32,45
3,46
32,46
14,47
19,47
21,47
27,47
39,47
43,47
35,48
38,48
45,48
5,49
11,49
34,49
43,49
1,50
10,50
18,50
29,50
35,50
47,50
48,50
14,51
17,51
24,51
26,51
29,51
38,51
39,51
42,51
13,52
27,52
44,52
1,53
9,53
17,53
19,53
31,53
33,53
43,53
48,53
19,54
23,54
40,54
45,54
5,55
8,55
12,55
42,55
45,55
52,55
20,56
24,56
34,56
35,56
41,56
6,57
13,57
44,57
7,58
34,58
8,59
17,59
18,59
27,59
43,59
27,60
37,60
49,60
14,61
17,61
21,61
59,61
4,62
12,62
14,62
34,62
54,62
56,62
10,63
20,63
42,63
58,63
60,63
19,64
22,64
39,64
43,64
48,64
51,64
54,64
61,64
62,64
10,65
24,65
30,65
50,65
64,65
36,66
42,66
49,66
59,66
5,67
15,67
29,67
40,67
48,67
49,67
16,68
21,68
30,68
31,68
36,68
47,68
50,68
7,69
21,69
26,69
27,69
49,69
