source,target
172,281
125,295
190,315
39,320
24,336
252,384
36,386
271,403
436,440
449,457
65,487
327,500
337,518
137,537
179,547
504,562
291,564
229,565
356,568
505,576
23,659
502,673
257,724
35,755
40,758
743,763
147,793
63,795
688,846
191,855
373,911
643,920
867,929
883,937
868,951
222,958
849,997
71,1003
387,1010
941,1011
260,1048
93,1053
591,1067
1018,1072
865,1087
512,1090
1052,1091
589,1094
18,1096
603,1096
788,1099
343,1100
861,1112
305,1126
1103,1155
1087,1159
123,1168
987,1170
73,1212
1113,1213
1082,1214
569,1267
336,1268
777,1271
36,1283
1171,1294
1304,1309
49,1310
51,1312
549,1338
660,1352
998,1355
1113,1361
966,1365
121,1378
363,1402
813,1411
1310,1445
542,1449
1321,1470
37,1481
127,1524
487,1533
1203,1539
152,1545
703,1555
82,1562
64,1574
65,1601
1508,1602
289,1612
1357,1614
1313,1620
677,1632
22,1649
1038,1658
1374,1668
1235,1692
1129,1697
486,1712
992,1714
407,1717
925,1723
1574,1725
1278,1726
938,1733
899,1737
1178,1747
587,1748
0,1751
542,1751
75,1769
335,1797
717,1810
100,1822
1510,1828
1733,1841
724,1842
412,1846
377,1858
712,1864
1683,1864
1258,1871
902,1877
1740,1880
1162,1904
1657,1927
1166,1930
33,1934
1484,1957
327,1959
93,1961
624,1963
291,1971
1064,1972
1309,1975
1781,2020
923,2024
833,2026
386,2030
424,2030
426,2049
466,2049
657,2049
1025,2063
97,2084
1628,2085
1061,2090
169,2111
1786,2118
1713,2131
1186,2140
1559,2144
510,2145
316,2153
2038,2154
1242,2161
2119,2162
1014,2176
1743,2176
1370,2177
1477,2182
338,2184
2047,2185
1758,2186
682,2195
2104,2210
859,2215
872,2217
399,2223
457,2226
1882,2227
1322,2231
821,2234
1759,2244
164,2245
19,2255
299,2256
1542,2263
2017,2271
2193,2274
1672,2291
2171,2298
1677,2301
711,2309
2084,2315
1125,2318
2243,2320
401,2330
2022,2350
845,2355
1764,2384
1275,2385
193,2386
195,2389
60,2393
2103,2397
1029,2410
2068,2416
1386,2440
717,2442
1469,2449
1805,2452
1561,2457
1657,2464
801,2467
1769,2476
139,2502
958,2507
529,2508
1237,2510
131,2511
906,2521
2135,2523
1804,2524
424,2527
505,2527
101,2534
537,2544
792,2544
1215,2565
1557,2568
1083,2574
971,2576
671,2584
793,2585
2588,2589
1833,2601
2561,2609
2015,2610
2251,2617
373,2622
2082,2624
1496,2630
928,2638
2418,2639
955,2640
1624,2642
1669,2646
259,2650
78,2660
726,2662
2209,2672
1624,2675
1866,2675
1798,2678
1263,2693
297,2701
1659,2701
1688,2703
1951,2703
325,2708
2586,2708
500,2716
1926,2731
1365,2739
2180,2751
832,2758
2403,2760
237,2763
2614,2769
946,2773
2370,2779
1576,2782
1522,2791
2487,2791
590,2806
538,2810
2699,2810
2243,2811
2153,2834
573,2839
937,2842
328,2843
525,2844
2368,2853
2854,2859
2231,2861
2063,2864
2309,2869
2384,2869
2817,2870
1487,2871
1336,2884
2061,2892
2116,2892
1676,2896
2431,2898
1679,2899
1844,2902
522,2904
2040,2910
1314,2921
1720,2921
2666,2934
1509,2937
658,2939
2369,2940
2579,2944
241,2946
2936,2950
1688,2954
2572,2958
1457,2960
143,2962
1751,2981
2642,2985
2741,2988
2243,3009
249,3012
1224,3014
100,3020
2899,3020
1439,3022
3018,3023
983,3024
1336,3026
769,3030
1450,3039
2288,3053
3024,3053
21,3055
230,3062
81,3064
63,3065
1161,3065
1183,3065
2525,3071
957,3086
2322,3088
2548,3089
2855,3094
2190,3105
1512,3106
673,3110
62,3116
859,3116
190,3129
1005,3130
50,3132
2370,3133
2554,3133
2263,3134
2918,3143
2079,3148
1848,3149
49,3165
1083,3166
207,3171
2660,3179
1910,3194
427,3200
568,3209
2397,3210
352,3220
1997,3224
228,3226
2873,3228
465,3229
329,3238
347,3257
1771,3259
2860,3260
62,3261
2453,3286
1285,3293
2399,3293
3144,3309
2356,3313
2975,3315
225,3320
2721,3321
2319,3325
2331,3326
1184,3331
2478,3331
714,3339
1636,3341
1230,3349
1288,3351
591,3355
796,3355
1486,3361
1652,3370
2832,3374
1431,3378
2505,3385
3002,3390
1249,3401
215,3402
830,3406
216,3407
523,3407
1657,3419
1700,3429
2769,3433
2353,3443
604,3444
2336,3444
490,3449
54,3450
2782,3457
1278,3467
719,3469
387,3475
